Conversation	Speaker	Transcript
Abnormal 2	Clerk	"Sorry, sorry. It's just super loud in here. Um, can everybody in here be quiet for a second? Thank you. Okay, okay."
Abnormal 2	User	"A large pizza, a couple hours from now."
Abnormal 2	Clerk	"Shh! Sorry, what was that?"
Abnormal 2	User	"Uh, large pizza for 6pm."
Abnormal 2	Clerk	"Okay, okay. I got that. Um"
Abnormal 2	User	Good.
Abnormal 2	Clerk	"Large pizza for 6pm. What kind did, did you want?"
Abnormal 2	User	Pepperoni.
Abnormal 2	Clerk	"Pepperoni. Large pepperoni pizza. 6pm. Um, so that should be, do you want regular crust?"
Abnormal 2	User	"Uh yeah, and can I also get, um, green peppers, and extra cheddar on that?"
Abnormal 2	Clerk	"Okay. Um, yes. So you want a large. What kind of pizza was it?"
Abnormal 2	User	Pepperoni.
Abnormal 2	Clerk	"Okay. A large pepperoni pizza, with um, green peppers, and extra cheddar?"
Abnormal 2	User	Yes.
Abnormal 2	Clerk	"Okay. Um, that should be 17.50. Is there anything else you want? Any sides or drinks?"
Abnormal 2	User	"No, that's it."
Abnormal 2	Clerk	"Okay. Um, 17.50. Would you like a delivery, which is an extra three dollars, or would you like to pick it up?"
Abnormal 2	User	"No, we're gonna pick it up. Um. Is it okay if like my daughter comes to pick it up?"
Abnormal 2	Clerk	Yeah
Abnormal 2	User	As long as she pays and everything. Okay.
Abnormal 2	Clerk	Yep.
Abnormal 2	User	"Great. Um, my name is Cathy. So, do you need my last name, or any other information? Like, what does she have to say when she comes in to pick it up?"
Abnormal 2	Clerk	"Um, she'll have to, she'll have to give the name for the order, which would be Cathy. Um, and then, if you pay for it now, that should be all she needs, but if you want her to pay for it there, she would need to give us the, um, card information."
Abnormal 2	User	"Kay, I can, I can have her pay."
Abnormal 2	Clerk	Okay.
Abnormal 2	User	I'll move money to her account. That sounds good.
Abnormal 2	Clerk	Okay.
Abnormal 2	User	"Great. Anything else, or"
Abnormal 2	Clerk	"Uh no, that should be it"
Abnormal 2	User	Got anything else for me? Great. Thank you very much.
Abnormal 2	Clerk	Kay. Bye. Thank you.
Abnormal 2	User	Bye.
Abnormal 3	User	Ring ring ring
Abnormal 3	Clerk	Hi. This is Tony's Pizzeria. How can we help you?
Abnormal 3	User	Hi! Um. Iâ€” I'd like to order a pizza. Pepperoni. Please?
Abnormal 3	Clerk	"Um, sorry, I didn't catch what size you wanted?"
Abnormal 3	User	"Oh. Um, uh, a large. Sorry. Uh, I'm out, uh, we have a house out by the lake. Uh, It can be pretty bad connection. Um, but yeah, let me know if you just can't hear me. Sorry."
Abnormal 3	Clerk	"That's fine. Um, and then, what kind of crust did you want?"
Abnormal 3	User	"Uh, uh, I think. Gular crust."
Abnormal 3	Clerk	What was that?
Abnormal 3	User	Regular crust.
Abnormal 3	Clerk	"Okay. So you want a regular pepperoni, large, large pepperoni pizza?"
Abnormal 3	User	Yeah. Sure.
Abnormal 3	Clerk	"Okay. Um, that will cost fourteen dollars."
Abnormal 3	User	Kay.
Abnormal 3	Clerk	Sides?
Abnormal 3	User	Can. Paâ€”Pay. Credit Card?
Abnormal 3	Clerk	"Yes, we accept credit cards."
Abnormal 3	User	Let me. Fiâ€”
Abnormal 3	Clerk	"Hello? Hello, is anyone there? Guess not."
Abnormal 4	Clerk	Hi. This is Tony's pizzeria. How can we help you?
Abnormal 4	User	"Hi, I'd like to order two pizzas."
Abnormal 4	Clerk	"Okay, what kind of pizzas would you like?"
Abnormal 4	User	Can I get-- I know you guys do you-- what special crusts you have? I know you don't just do like regular you have special ones
Abnormal 4	Clerk	"We have thin crust, regular crust, deep dish, and gluten free."
Abnormal 4	User	"That's good to know, little Billy can't have gluten, um, I think I'll do uh"
Abnormal 4	User	"He's a growing kid. I'll get him a medium gluten free pepperoni. Um and then what does George want? Um, you know what? Oh yeah, ooh, I'll get him, ooh, you guys have like, what he loves like meat, like, usually there's like a meat pizza kind of thing. Like, do you have one of those?"
Abnormal 4	Clerk	"Ah yes we do have a meat lovers pizza. It has mozzarella, pepperoni, ham, bacon and sausage."
Abnormal 4	User	"Oh my god, that's perfect. He will love that. I'll take that in a large, deep dish. He will be so happy. Um, and then do you guys have like garlic knots or something like on the side?"
Abnormal 4	Clerk	"We have breadsticks and cheese sticks on. Um Hold on one minute ma'am, I'm getting another call I just have to answer it. I'll put you on hold on and I'll come right back."
Abnormal 4	User	Okay.
Abnormal 4	Clerk	Ma'am?
Abnormal 4	User	Y-Yes?
Abnormal 4	User	I'm back
Abnormal 4	User	"Oh, great. Good. Oh, what are we talking about, um, sides! Yes. Do- you don't have garlic knots, right? You said you don't have garlic knots."
Abnormal 4	Clerk	"Yes, we don't have garlic knots but we do have breadsticks and she sticks and also salads, If you're interested in those"
Abnormal 4	User	"Nah we'll go with the cheese sticks um I'll take a order, I'll take a order of bread sticks and one of cheese sticks. I like to compare"
Abnormal 4	Clerk	Um one order breadsticks and one order of cheese sticks. Mhm Okay.
Abnormal 4	User	"[interrupt] Oh, and can I also have like a large plain pizza for me and the girls just because, yeah, we got the specialty ones out of the way."
Abnormal 4	Clerk	"Okay. And so that's just um cheese. ( mhm) Okay, um, and what kind of crust, do you want for that?"
Abnormal 4	User	Just the plain whatever default you do
Abnormal 4	Clerk	"Just like regular? Okay. So you have three pizzas. A medium, gluten Free pepperoni, a large, deep dish um meat lovers and a large regular pizza just plain and then you have 1 order of cheese sticks and one order of bread stix is that all?"
Abnormal 4	User	"Yes, all that sounds great."
Abnormal 4	Clerk	"Okay, thank you. Um, would you like pickup or delivery?"
Abnormal 4	User	"Oh, I'm feeling lazy let's get it delivered"
Abnormal 4	Clerk	"Okay, that's an extra $3 is that ok?"
Abnormal 4	User	That's fine. Thank you.
Abnormal 4	Clerk	"Okay. Um, so your total order price is. Hold on, let me just put this in the register. So a medium of pepperoni gluten free pepperoni. Is 12. Large deep dish, Meat lovers is 4-4-16, and do you really want to know your order total ma'am?"
Abnormal 4	User	"Yes, yes, that would be great."
Abnormal 4	Clerk	"Thank you. Okay. Okay I'll keep going. Large regular is 14 plus the breadsticks seven plus 9 for the cheese sticks plus 3 for the delivery is $61 is that okay with you? Yes. Okay, so for delivery. Would you like to pay now or later when we deliver it?"
Abnormal 4	User	I'll pay the delivery person.
Abnormal 4	Clerk	"Okay, so we just need your name and your address."
Abnormal 4	User	Uh My name is Kathy winters uh and I live on 123 Elm Street.
Abnormal 4	Clerk	"Okay, Kathy winter on 123 elm st?"
Abnormal 4	User	"Yes that's me. Okay, my husband, my husband George might be answering the door if that's okay."
Abnormal 4	Clerk	"Okay that. Yeah, that's okay."
Abnormal 4	User	"Okay, good."
Abnormal 4	Clerk	"Okay, is everything."
Abnormal 4	User	Should be all thank you so much for your help. We're so excited.
Abnormal 4	Clerk	You're welcome. Thank you for calling Tony's pizzeria. Yeah.
Abnormal 4	User	Good night.
Abnormal 4	Clerk	You too.
