	Conversation	Speaker	Transcript
723	Text 14	User	I can pay now
724	Text 14	Clerk	okay i just need your card information
725	Text 14	User	Mycard , 1234 , it expires at the end of this year
726	Text 14	User	and my name 's <name> Helen Smith </name>
727	Text 14	User	I 'm at <address> 123 elm st </address> .
728	Text 14	Clerk	Great it should arrive in <time> 20 minutes </time> , thank you for ordering from Tony 's Pizzeria !
729	Text 14	User	Thanks !
730	Text 15	User	Hi what are the different sizes
731	Text 15	Clerk	Our sizes are small , medium , and <size> large </size>
732	Text 15	User	whats the difference
733	Text 15	Clerk	Small is <numeric> 10 </numeric> '' , medium is <numeric> 12 </numeric> '' , and <size> large </size> is <numeric> 14 '' </numeric>
734	Text 15	User	but like how many is that for
735	Text 15	Clerk	I would say the small is good for 2-3 people , the medium for 3-4 , and the <size> large </size> for 4-5
736	Text 15	User	okay and how many for the sodas
737	Text 15	Clerk	the sodas are for about 8 people
738	Text 15	User	alright ill do <quant> two </quant> <size> large </size> <crust> thin </crust> crust , one <pizza_type> pepperoni </pizza_type> the <pizza_type> other 4 cheese </pizza_type> with <topping> bacon </topping> plus an orange soda . We 're just 6 so is the pizza good the next day ?
739	Text 15	Clerk	Yes , it is
740	Text 15	Clerk	Would you like pickup or delivery ?
741	Text 15	User	ok good that 's it
742	Text 15	Clerk	Okay , would you like pickup or delivery ?
743	Text 15	User	<modality> delivered </modality>
744	Text 15	Clerk	Okay , what address would you like it to be delivered to ?
745	Text 15	User	<address> 123 elm st </address>
746	Text 15	User	can you call ? we have to bring the dog inside
747	Text 15	Clerk	Alright , 123 elm street , and yes we can call when we arrive . You 're total is $ 34.50 . Would you like to pay now or when it gets delivered ?
748	Text 15	User	once its delivered
749	Text 15	Clerk	Okay , thank you for ordering from Tony 's ! It will be there in <time> 25 minutes </time> .
750	Text 15	User	great thank you so much !
751	Text 16	User	Hi ! I 'm <crust> gluten free </crust> . What pizza options do you have ?
752	Text 16	Clerk	we can make any of them gluten <crust> free </crust>
753	Text 16	User	Okay , great !
754	Text 16	User	Is there a topping limit ?
755	Text 16	Clerk	Nope
756	Text 16	User	Okay , I 'll get a <size> large </size> pizza with all the cheeses , veggies , and meats , and <topping> pineapple </topping> too
757	Text 16	Clerk	gluten-free still ?
758	Text 16	User	yes
759	Text 16	Clerk	okay any sides or drinks ?
760	Text 16	User	No thank you
761	Text 16	Clerk	alright would you like it delivered or do you wan na <modality> pick up </modality> in store ?
762	Text 16	User	Pick up please
763	Text 16	Clerk	alright your total is $ 37 , would you like to pay now or once you arrive ?
764	Text 16	User	When I arrive
765	Text 16	Clerk	great it should be ready in <time> 30 minutes </time> . What was your name ?
766	Text 16	User	Haley
767	Text 16	Clerk	Great ! Just tell the cashier your name when you arrive . See you then !
768	Text 16	User	Great , thanks !
769	Text 17	User	Hi is this Tony 's Italian Pizzeria ?
770	Text 17	Clerk	Yes , How can I help you ?
771	Text 17	User	Hi I was wondering how much a <size> large </size> <pizza_type> gluten-free </pizza_type> pizza would cost ?
772	Text 17	Clerk	The base price is $ 21.00 but if you want to add toppings the price would increase
773	Text 17	User	Alright then I 'll take a <size> large </size> <crust> gluten free </crust> <pizza_type> cheese </pizza_type> pizza with <topping> green peppers </topping> please
774	Text 17	Clerk	Okay , any sides ?
775	Text 17	User	Are there any sides that are <crust> gluten free </crust> ?
776	Text 17	Clerk	Our green salad is <crust> gluten free </crust>
777	Text 17	User	Alright no sides then , I 'll just get a cola along with the pizza
778	Text 17	Clerk	Alright , pickup or delivery ?
779	Text 17	User	Delivery please
780	Text 17	Clerk	Alright , your total is $ 29.50 . What address would you like it to be delivered to ?
781	Text 17	User	I 'm sorry I know the topping and soda was extra but is $ 29.50 correct ?
782	Text 17	Clerk	Yes , $ 21.00 for the pizza , $ 2 for the green peppers , $ 3.50 for the soda , and $ 3 for <modality> delivery </modality>
783	Text 17	User	Oh right the <modality> delivery </modality> charge ! I forgot about that , sorry
784	Text 17	User	Do I have to pay now or can I pay the <modality> delivery </modality> guy ?
785	Text 17	Clerk	You can pay the <modality> delivery </modality> guy
786	Text 17	User	Could he break $ 100 ?
787	Text 17	Clerk	I do n't think so , sorry . What address should we deliver to ?
788	Text 17	User	Actually I 'll just pick it up so I can use my card
789	Text 17	Clerk	Okay , then that will be $ 26.50 .
790	Text 17	User	Great ! When should I come to pick it up ?
791	Text 17	Clerk	It will be ready in <time> 25 minutes </time> !
792	Text 17	User	Great I 'll be there then
793	Text 17	Clerk	Great ! Thanks for ordering from Tony 's ! Have a great day !
794	Text 17	User	You too ! Thanks for all your help !
795	Text 18	User	Hey , can you guys deliver to <address> 123 elm st </address> ?
796	Text 18	Clerk	In Anytown , right ?
797	Text 18	User	Yes !
798	Text 18	Clerk	Yup that 's within our 5-mile radius
799	Text 18	User	Okay , great !
800	Text 18	User	I 'll take a <size> large </size> <pizza_type> 4 cheese </pizza_type> pizza please
801	Text 18	User	<crust> deep dish </crust>
802	Text 18	Clerk	is that it
803	Text 18	User	And two orders of bread sticks as well
804	Text 18	Clerk	okay $ <numeric> 33 </numeric>
805	Text 18	User	Great , I 'll pay when it gets here
806	Text 18	Clerk	itll be there in <time> 20 </time>
807	Text 18	User	Alright , great , thank you !
808	Text 19	User	Hey it 's Samantha can I get my usual
809	Text 19	Clerk	Yes of course that will be $ 30 dollars with the <modality> delivery </modality> fee
810	Text 19	User	Is Johnny working tonight ?
811	Text 19	Clerk	Sorry , he 'll be here tomorrow
812	Text 19	User	ah darn I was hoping to see him , I 'll swing by tomorrow then
813	Text 19	Clerk	Will you still be ordering tonight ?
814	Text 19	User	yeah yeah I might as well . Are you guys busy ? how long will the delivery take ?
815	Text 19	Clerk	About 30 minutes
816	Text 19	User	wow you guys must be pretty busy , good luck tonight
817	Text 19	Clerk	Thanks , and thanks for ordering from Tony 's !
818	Text 20	User	What 's your best pizza ?
819	Text 20	Clerk	Ooh probably the <pizza_type> 4 cheese </pizza_type> or the meat lovers , depending on what you like
820	Text 20	User	I like a very plain pizza
821	Text 20	Clerk	then <pizza_type> 4 cheese </pizza_type> is probably your best bet . You can customize the cheeses too if there 's one you do n't like
822	Text 20	User	What cheeses does the <pizza_type> four cheese </pizza_type> have ?
823	Text 20	Clerk	the <pizza_type> 4 cheese </pizza_type> has
824	Text 20	Clerk	oops sorry typo
825	Text 20	Clerk	the <pizza_type> 4 cheese </pizza_type> has mozzarella , <topping> cheddar </topping> , <topping> swiss </topping> , and <topping> provolone </topping>
826	Text 20	User	Ok , I 'm good with that combination
827	Text 20	User	Can you tell me about your soups ?
828	Text 20	Clerk	we do n't have soup unfortunately
829	Text 20	User	Salads ?
830	Text 20	Clerk	We have a green salad and a Caesar salad
831	Text 20	User	What 's on the green salad ?
832	Text 20	Clerk	its lettuce with tomatoes and carrots
833	Text 20	User	Interesting
834	Text 20	User	Is there a make your own salad option available ?
835	Text 20	User	Like with the pizza toppings ?
836	Text 20	Clerk	Well you can ask to hold certain ingredients from the salad or ask for extra , but if you wanted to add pizza toppings it would cost the same as if it were added to a pizza
837	Text 20	User	Hmm that sounds complicated , maybe I 'll just get the Caesar
838	Text 20	Clerk	okay so you 'd like a <pizza_type> 4 cheese </pizza_type> pizza and a Caesar salad ?
839	Text 20	User	Yeah , but I 'm pretty hungry so maybe I should order more
840	Text 20	Clerk	okay let me just get the size and crust type of the pizza from you first
841	Text 20	User	What 's the largest you guys have ever gotten ?
842	Text 20	User	order that is
843	Text 20	User	I 'd like a <size> large </size> pizza with <crust> regular </crust> crust
844	Text 20	Clerk	Well once someone orders 10 or more pizzas we need at least 2 days in advance since it becomes like catering
845	Text 20	Clerk	But the largest catering order we ever got was 50 pizzas and like 6 of each side
846	Text 20	User	Oh I see well I 'm just ordering for myself so I probably wo n't need catering
847	Text 20	Clerk	alright then , what else would you like ?
848	Text 20	User	I think Ill also take <quant> one </quant> <size> small </size> <crust> thin </crust> crust Hawaiian pizza and then that should be it
849	Text 20	Clerk	Great ! So that 's a <size> large </size> <pizza_type> regular 4 cheese </pizza_type> pizza , a Caesar salad and a <size> small </size> <crust> thin </crust> crust Hawaiian pizza ?
850	Text 20	User	Yep !
851	Text 20	Clerk	Great ! Your total is $ 36 , would you like to <modality> pick up </modality> in store or have it delivered for $ 3 extra ?
852	Text 20	User	Maybe pickup , but what 's the weather like there , is it really rainy ?
853	Text 20	Clerk	It 's been overcast and the weather said it might rain , did you want to order it for now or later tonight ?
854	Text 20	User	Right now please
855	Text 20	User	I can pick it up if it 's not raining now
856	Text 20	Clerk	yeah it 's not raining now so you should be good
857	Text 20	User	Alright , what time will it be ready ?
858	Text 20	Clerk	should take about 25 minutes , would you like to pay now or when you get here ?
859	Text 20	User	When I get there please
860	Text 20	Clerk	Alright and what was your name
861	Text 20	User	Tina
862	Text 20	Clerk	Great Tina we 'll see you in 25 !
863	Text 20	User	Great !
864	Abnormal 1	Clerk	Tony 's pizza , how can I help you ?
865	Abnormal 1	User	Hi , um , I want to order a pizza . How much does a <size> large </size> <pizza_type> Hawaiian </pizza_type> pizza with <crust> regular </crust> crust cost ?
866	Abnormal 1	Clerk	Uhh lem me see the <size> large </size> Hawaiian with what size crust again ? I 'm sorry .
867	Abnormal 1	User	Regular
868	Abnormal 1	Clerk	Regular should be fourteen dollars
869	Abnormal 1	User	Okay . Um , and if I wanted to add a topping to that .
870	Abnormal 1	Clerk	Yeah
871	Abnormal 1	User	Yeah , how much do you know how much things cost ?
872	Abnormal 1	Clerk	Uh sir , sir , do you have a mask you could put on ?
873	Abnormal 1	Clerk	Uh no , no you ca n't hold a napkin over your mouth . You need a real mask .
874	Abnormal 1	User	What what huh ?
875	Abnormal 1	Clerk	We do n't have that .
876	Abnormal 1	Clerk	We do n't offer that . So we ca n't give you one . You need to have one . Uh it says on the door . There 's a sign .
877	Abnormal 1	Clerk	Um so if you could please leave . Yeah , you have to leave sorry we ca n't have you in here .
878	Abnormal 1	Clerk	Thank you . So sorry about that . Ma'am , uh guy came in without a mask on . We just have to have them leave , you were saying you wanted the <size> large </size> Hawaiian what else would you like ?
879	Abnormal 1	User	I was just wondering about toppings . Um so I do -- how much do the toppings cost ?
880	Abnormal 1	Clerk	It depends on the topping , um our cheeses are one fifty uh our vegetables are <cost> two dollars </cost> and meats are two fifty except for <topping> bacon </topping> and <topping> sausage </topping> are <quant> three </quant>
881	Abnormal 1	User	Okay . Um , so I think I would like to add some black <topping> olives </topping> to the Hawaiian pizza .
882	Abnormal 1	Clerk	Sounds good .
883	Abnormal 1	User	Okay . Um , and then one order breadsticks and an orange soda , please .
884	Abnormal 1	Clerk	Breadsticks and an orange soda . Is there anything else I can get you ?
885	Abnormal 1	User	Um , No , that 's it . Right . But can you repeat my order back too . So I know you have it .
886	Abnormal 1	Clerk	Yeah , um it was a <size> large </size> <pizza_type> Hawaiian </pizza_type> with <crust> regular </crust> crust , you wanted to add black <topping> olives </topping> . Ah , forgive me . You wanted breadsticks and then I know there was an orange soda I just meant -- I just forgot one of the sides .
887	Abnormal 1	User	Yeah yeah that was everything .
888	Abnormal 1	Clerk	Okay , so just breadsticks and orange soda , alright . Okay . Um would you like to pay over the phone , or um if you 're picking up here or if you 're getting it delivered um , to the delivery person . How would you like to pay ?
889	Abnormal 1	User	Um , can I have <modality> delivery </modality> and pay you over the phone ?
890	Abnormal 1	Clerk	Sure . Sounds good . Um , so with the <modality> delivery </modality> fee . Let me just put this all into the register .
891	Abnormal 1	Clerk	Uhh orange soda , and breadsticks , <size> large </size> <crust> regular </crust> pizza .
892	Abnormal 1	Clerk	And black <topping> olives </topping> uhh with <modality> delivery </modality> fee total comes to twenty-nine fifty .
893	Abnormal 1	User	Okay , that 's good .
894	Abnormal 1	Clerk	Great , I 'll just need your card information .
895	Abnormal 1	User	Okay , um , it 's a mycard . ( okay ) The number is one-two-three-four-five and the expiration is the end of the year .
896	Abnormal 1	Clerk	Alright , sounds good , um
897	Abnormal 1	Clerk	The delivery -- we 're a bit busy . Um so uh the <modality> delivery </modality> -- It should be delivered around like thirty-five minutes from now if that 's all right .
898	Abnormal 1	User	Okay .
899	Abnormal 1	User	Great . Well , enjoy your pizza .
900	Abnormal 1	User	Thank you , have a nice day .
901	Abnormal 1	Clerk	You too . Bye .
902	Abnormal 1	User	Bye .
903	Abnormal 2	User	Ring ring ring
904	Abnormal 2	Clerk	Hi , Tony 's Pizza . How can we help you ?
905	Abnormal 2	User	Hi , um , can I order a , uh <size> large </size> pizza for <modality> delivery </modality> , uh , in a couple hours from tonight ?
906	Abnormal 2	Clerk	Um , I 'm sorry , I , I ca n't hear you . What did you say ?
907	Abnormal 2	User	Uh , a <size> large </size> pizza , um , I just need it a couple hours from now .
908	Abnormal 2	Clerk	Sorry , sorry . It 's just super loud in here . Um , can everybody in here be quiet for a second ? Thank you . Okay , okay .
909	Abnormal 2	User	A large pizza , a couple hours from now .
910	Abnormal 2	Clerk	Shh ! Sorry , what was that ?
911	Abnormal 2	User	Uh , large pizza for <quant> 6pm </quant> .
912	Abnormal 2	Clerk	Okay , okay . I got that . Um
913	Abnormal 2	User	Good .
914	Abnormal 2	Clerk	Large pizza for <quant> 6pm </quant> . What kind did , did you want ?
915	Abnormal 2	User	Pepperoni .
916	Abnormal 2	Clerk	Pepperoni . Large pepperoni pizza . 6pm . Um , so that should be , do you want regular crust ?
917	Abnormal 2	User	Uh yeah , and can I also get , um , <topping> green peppers </topping> , and <topping> extra cheddar </topping> on that ?
918	Abnormal 2	Clerk	Okay . Um , yes . So you want a <size> large </size> . What kind of pizza was it ?
919	Abnormal 2	User	Pepperoni .
920	Abnormal 2	Clerk	Okay . A <size> large </size> <pizza_type> pepperoni </pizza_type> pizza , with um , <topping> green peppers </topping> , and <topping> extra cheddar </topping> ?
921	Abnormal 2	User	Yes .
922	Abnormal 2	Clerk	Okay . Um , that should be 17.50 . Is there anything else you want ? Any sides or drinks ?
923	Abnormal 2	User	No , that 's it .
924	Abnormal 2	Clerk	Okay . Um , 17.50 . Would you like a <modality> delivery </modality> , which is an extra three dollars , or would you like to pick it up ?
925	Abnormal 2	User	No , we 're gon na pick it up . Um . Is it okay if like my daughter comes to pick it up ?
926	Abnormal 2	Clerk	Yeah
927	Abnormal 2	User	As long as she pays and everything . Okay .
928	Abnormal 2	Clerk	Yep .
929	Abnormal 2	User	Great . Um , my name is Cathy . So , do you need my last name , or any other information ? Like , what does she have to say when she comes in to pick it up ?
930	Abnormal 2	Clerk	Um , she 'll have to , she 'll have to give the name for the order , which would be Cathy . Um , and then , if you pay for it now , that should be all she needs , but if you want her to pay for it there , she would need to give us the , um , card information .
931	Abnormal 2	User	Kay , I can , I can have her pay .
932	Abnormal 2	Clerk	Okay .
933	Abnormal 2	User	I 'll move money to her account . That sounds good .
934	Abnormal 2	Clerk	Okay .
935	Abnormal 2	User	Great . Anything else , or
936	Abnormal 2	Clerk	Uh no , that should be it
937	Abnormal 2	User	Got anything else for me ? Great . Thank you very much .
938	Abnormal 2	Clerk	Kay . Bye . Thank you .
939	Abnormal 2	User	Bye .
940	Abnormal 3	User	Ring ring ring
941	Abnormal 3	Clerk	Hi . This is Tony 's Pizzeria . How can we help you ?
942	Abnormal 3	User	Hi ! Um . Iâ€ ” I 'd like to order a pizza . Pepperoni . Please ?
943	Abnormal 3	Clerk	Um , sorry , I did n't catch what size you wanted ?
944	Abnormal 3	User	Oh . Um , uh , a <size> large </size> . Sorry . Uh , I 'm out , uh , we have a house out by the lake . Uh , It can be pretty bad connection . Um , but yeah , let me know if you just ca n't hear me . Sorry .
945	Abnormal 3	Clerk	That 's fine . Um , and then , what kind of crust did you want ?
946	Abnormal 3	User	Uh , uh , I think . Gular crust .
947	Abnormal 3	Clerk	What was that ?
948	Abnormal 3	User	Regular crust .
949	Abnormal 3	Clerk	Okay . So you want a <pizza_type> regular pepperoni </pizza_type> , large , <size> large </size> <pizza_type> pepperoni </pizza_type> pizza ?
950	Abnormal 3	User	Yeah . Sure .
951	Abnormal 3	Clerk	Okay . Um , that will cost fourteen dollars .
952	Abnormal 3	User	Kay .
953	Abnormal 3	Clerk	Sides ?
954	Abnormal 3	User	Can . Paâ€ ” Pay . Credit Card ?
955	Abnormal 3	Clerk	Yes , we accept credit cards .
956	Abnormal 3	User	Let me . Fiâ€ ”
957	Abnormal 3	Clerk	Hello ? Hello , is anyone there ? Guess not .
958	Abnormal 4	Clerk	Hi . This is Tony 's pizzeria . How can we help you ?
959	Abnormal 4	User	Hi , I 'd like to order two pizzas .
960	Abnormal 4	Clerk	Okay , what kind of pizzas would you like ?
961	Abnormal 4	User	Can I get -- I know you guys do you -- what special crusts you have ? I know you do n't just do like regular you have special ones
962	Abnormal 4	Clerk	We have thin crust , regular crust , deep dish , and <crust> gluten free </crust> .
963	Abnormal 4	User	That 's good to know , little Billy ca n't have gluten , um , I think I 'll do uh
964	Abnormal 4	User	He 's a growing kid . I 'll get him a <size> medium </size> <crust> gluten free </crust> <pizza_type> pepperoni </pizza_type> . Um and then what does George want ? Um , you know what ? Oh yeah , ooh , I 'll get him , ooh , you guys have like , what he loves like meat , like , usually there 's like a meat pizza kind of thing . Like , do you have one of those ?
965	Abnormal 4	Clerk	Ah yes we do have a <pizza_type> meat lovers </pizza_type> pizza . It has mozzarella , pepperoni , <topping> ham </topping> , <topping> bacon </topping> and <topping> sausage </topping> .
966	Abnormal 4	User	Oh my god , that 's perfect . He will love that . I 'll take that in a <size> large </size> , deep dish . He will be so happy . Um , and then do you guys have like garlic knots or something like on the side ?
967	Abnormal 4	Clerk	We have breadsticks and cheese sticks on . Um Hold on one minute ma'am , I 'm getting another call I just have to answer it . I 'll put you on hold on and I 'll come right back .
968	Abnormal 4	User	Okay .
969	Abnormal 4	Clerk	Ma'am ?
970	Abnormal 4	User	Y-Yes ?
971	Abnormal 4	User	I 'm back
972	Abnormal 4	User	Oh , great . Good . Oh , what are we talking about , um , sides ! Yes . Do- you do n't have garlic knots , right ? You said you do n't have garlic knots .
973	Abnormal 4	Clerk	Yes , we do n't have garlic knots but we do have breadsticks and she sticks and also salads , If you 're interested in those
974	Abnormal 4	User	Nah we 'll go with the <pizza_type> cheese </pizza_type> sticks um I 'll take a order , I 'll take a order of bread sticks and one of cheese sticks . I like to compare
975	Abnormal 4	Clerk	Um one order breadsticks and one order of cheese sticks . Mhm Okay .
976	Abnormal 4	User	[ interrupt ] Oh , and can I also have like a <size> large </size> <pizza_type> plain </pizza_type> pizza for me and the girls just because , yeah , we got the specialty ones out of the way .
977	Abnormal 4	Clerk	Okay . And so that 's just um cheese . ( mhm ) Okay , um , and what kind of crust , do you want for that ?
978	Abnormal 4	User	Just the plain whatever default you do
979	Abnormal 4	Clerk	Just like regular ? Okay . So you have <quant> three </quant> pizzas . A medium , <crust> gluten Free </crust> <pizza_type> pepperoni </pizza_type> , a <size> large </size> , deep dish um meat lovers and a <size> large </size> <crust> regular </crust> pizza just plain and then you have <quant> 1 </quant> order of cheese sticks and one order of bread stix is that all ?
980	Abnormal 4	User	Yes , all that sounds great .
981	Abnormal 4	Clerk	Okay , thank you . Um , would you like pickup or delivery ?
982	Abnormal 4	User	Oh , I 'm feeling lazy let 's get it delivered
983	Abnormal 4	Clerk	Okay , that 's an extra $ 3 is that ok ?
984	Abnormal 4	User	That 's fine . Thank you .
985	Abnormal 4	Clerk	Okay . Um , so your total order price is . Hold on , let me just put this in the register . So a <size> medium </size> <pizza_type> of pepperoni </pizza_type> <crust> gluten free </crust> <pizza_type> pepperoni </pizza_type> . Is 12 . Large deep dish , Meat lovers is 4-4-16 , and do you really want to know your order total ma'am ?
986	Abnormal 4	User	Yes , yes , that would be great .
987	Abnormal 4	Clerk	Thank you . Okay . Okay I 'll keep going . Large regular is <numeric> 14 </numeric> plus the breadsticks seven plus 9 for the <pizza_type> cheese </pizza_type> sticks plus 3 for the delivery is $ 61 is that okay with you ? Yes . Okay , so for <modality> delivery </modality> . Would you like to pay now or later when we deliver it ?
988	Abnormal 4	User	I 'll pay the <modality> delivery </modality> person .
989	Abnormal 4	Clerk	Okay , so we just need your name and your address .
990	Abnormal 4	User	Uh My name is Kathy winters uh and I live on <address> 123 Elm Street </address> .
991	Abnormal 4	Clerk	Okay , Kathy winter on <address> 123 elm st </address> ?
992	Abnormal 4	User	Yes that 's me . Okay , my husband , my husband George might be answering the door if that 's okay .
993	Abnormal 4	Clerk	Okay that . Yeah , that 's okay .
994	Abnormal 4	User	Okay , good .
995	Abnormal 4	Clerk	Okay , is everything .
996	Abnormal 4	User	Should be all thank you so much for your help . We 're so excited .
997	Abnormal 4	Clerk	You 're welcome . Thank you for calling Tony 's pizzeria . Yeah .
998	Abnormal 4	User	Good night .
999	Abnormal 4	Clerk	You too .
